image_id,class_label,sequence_nll,mean_token_nll,min_token_nll,max_token_nll,mean_token_prob,min_token_prob
0,12,7553.6826171875,11.124716758728027,4.011136531829834,21.339431762695312,0.0003247202548664063,5.400109248654417e-10
1,12,7172.40673828125,10.563191413879395,3.594487190246582,23.411602020263672,0.0003659426001831889,6.79939785031003e-11
2,14,7315.85693359375,10.774457931518555,3.146376132965088,19.8433837890625,0.00041675849934108555,2.4106154850045414e-09
